location,year,total_sqft,bath,bhk,price per feet,price
OmmiVeedhi Chinnawaltair,2019,1250,1,2,2600.0,3250000
OmmiVeedhi Chinnawaltair,2019,1000,2,3,2600.0,2600000
OmmiVeedhi Chinnawaltair,2019,750,1,1,2600.0,1950000
Paindorapeta,2019,1750,2,3,4000.0,7000000
Paindorapeta,2019,1565,2,2,4000.0,6260000
Paindorapeta,2019,1250,1,2,4000.0,5000000
Paindorapeta,2019,1000,2,3,4000.0,4000000
Paindorapeta,2019,750,1,1,4000.0,3000000
Pandavari Veedhi,2019,1750,2,3,4200.0,7350000
Pandavari Veedhi,2019,1565,2,2,4200.0,6573000
Pandavari Veedhi,2019,1250,1,2,4200.0,5250000
Pandavari Veedhi,2019,1000,2,2,4200.0,4200000
Pandavari Veedhi,2019,750,1,1,4200.0,3150000
Pandurangapuram,2019,1750,2,3,3800.0,6650000
Pandurangapuram,2019,1565,2,2,3800.0,5947000
Pandurangapuram,2019,1250,1,2,3800.0,4750000
Pandurangapuram,2019,1000,2,3,3800.0,3800000
Pandurangapuram,2019,750,1,1,3800.0,2850000
Paradesipalem,2019,1750,2,3,2100.0,3675000
Paradesipalem,2019,1565,2,2,2100.0,3286500
Paradesipalem,2019,1250,1,2,2100.0,2625000
Paradesipalem,2019,1000,2,3,2100.0,2100000
Paradesipalem,2019,750,1,1,2100.0,1575000
Parakasarao Peta ,2019,1750,2,3,5200.0,9100000
Parakasarao Peta ,2019,1565,2,2,5200.0,8138000
Parakasarao Peta ,2019,1250,1,2,5200.0,6500000
Parakasarao Peta ,2019,1000,1,1,5200.0,5200000
Parakasarao Peta ,2019,750,1,1,5200.0,3900000
Pedajalaripeta,2019,1750,2,3,2600.0,4550000
Pedajalaripeta,2019,1565,2,2,2600.0,4069000
Pedajalaripeta,2019,1250,1,2,2600.0,3250000
Pedajalaripeta,2019,1000,2,3,2600.0,2600000
Pedajalaripeta,2019,750,1,1,2600.0,1950000
PedaKoturu,2019,1750,2,3,4300.0,7525000
PedaKoturu,2019,1565,2,2,4300.0,6729500
PedaKoturu,2019,1250,1,2,4300.0,5375000
PedaKoturu,2019,1000,2,2,4300.0,4300000
PedaKoturu,2019,750,1,1,4300.0,3225000
PedaRushikonda,2019,1750,2,3,2400.0,4200000
PedaRushikonda,2019,1565,2,2,2400.0,3756000
PedaRushikonda,2019,1250,1,2,2400.0,3000000
PedaRushikonda,2019,1000,2,3,2400.0,2400000
PedaRushikonda,2019,750,1,1,2400.0,1800000
Pedawaltair,2019,1750,2,3,2600.0,4550000
Pedawaltair,2019,1565,2,2,2600.0,4069000
Pedawaltair,2019,1250,1,2,2600.0,3250000
Pedawaltair,2019,1000,2,3,2600.0,2600000
Pedawaltair,2019,750,1,1,2600.0,1950000
Peethalavanipalem,2019,1750,2,3,2600.0,4550000
Peethalavanipalem,2019,1565,2,2,2600.0,4069000
Peethalavanipalem,2019,1250,1,2,2600.0,3250000
Peethalavanipalem,2019,1000,2,3,2600.0,2600000
Peethalavanipalem,2019,750,1,1,2600.0,1950000
PineApple Colony,2019,1750,2,3,2100.0,3675000
PineApple Colony,2019,1565,2,2,2100.0,3286500
PineApple Colony,2019,1250,1,2,2100.0,2625000
PineApple Colony,2019,1000,2,3,2100.0,2100000
PineApple Colony,2019,750,1,1,2100.0,1575000
Pithapuram colony,2019,1750,1,2,3700.0,6475000
Pithapuram colony,2019,1565,2,2,3700.0,5790500
Pithapuram colony,2019,1250,2,2,3700.0,4625000
Pithapuram colony,2019,1000,2,3,3700.0,3700000
Pithapuram colony,2019,750,1,2,3700.0,2775000
PM Palem,2019,1750,2,3,2300.0,4025000
PM Palem,2019,1565,2,2,2300.0,3599500
PM Palem,2019,1250,1,2,2300.0,2875000
PM Palem,2019,1000,2,3,2300.0,2300000
PM Palem,2019,750,1,1,2300.0,1725000
Police Barracks Quarters,2019,1750,2,3,2600.0,4550000
Police Barracks Quarters,2019,1565,2,2,2600.0,4069000
Police Barracks Quarters,2019,1250,1,2,2600.0,3250000
Police Barracks Quarters,2019,1000,2,3,2600.0,2600000
Police Barracks Quarters,2019,750,1,1,2600.0,1950000
PoliceSupdt Office Road,2019,1750,2,3,5200.0,9100000
PoliceSupdt Office Road,2019,1565,2,2,5200.0,8138000
PoliceSupdt Office Road,2019,1000,1,2,5200.0,5200000
PoliceSupdt Office Road,2019,1250,2,2,5200.0,6500000
PoliceSupdt Office Road,2019,750,1,1,5200.0,3900000
Poola Sandu Area KothaRoad,2019,1750,2,3,2600.0,4550000
Poola Sandu Area KothaRoad,2019,1565,2,2,2600.0,4069000
Poola Sandu Area KothaRoad,2019,1250,2,3,2600.0,3250000
Poola Sandu Area KothaRoad,2019,1000,1,2,2600.0,2600000
Poola Sandu Area KothaRoad,2019,750,1,1,2600.0,1950000
Port Quaters Kancharapalem,2019,1750,2,3,3900.0,6825000
Port Quaters Kancharapalem,2019,1565,2,3,3900.0,6103500
Port Quaters Kancharapalem,2019,1250,2,2,3900.0,4875000
Port Quaters Kancharapalem,2019,1000,1,2,3900.0,3900000
Port Quaters Kancharapalem,2019,750,1,1,3900.0,2925000
Rajaka Veedhi Isukathota,2019,1750,2,3,2700.0,4725000
Rajaka Veedhi Isukathota,2019,1565,2,2,2700.0,4225500
Rajaka Veedhi Isukathota,2019,1250,1,2,2700.0,3375000
Rajaka Veedhi Isukathota,2019,1000,2,3,2700.0,2700000
Rajaka Veedhi Isukathota,2019,750,1,1,2700.0,2025000
Rajiv Nagar,2019,1750,2,3,2300.0,4025000
Rajiv Nagar,2019,1565,2,2,2300.0,3599500
Rajiv Nagar,2019,1250,1,2,2300.0,2875000
Rajiv Nagar,2019,1000,2,3,2300.0,2300000
Rajiv Nagar,2019,750,1,1,2300.0,1725000
RaliwayStationRoad,2019,1750,2,2,4300.0,7525000
RaliwayStationRoad,2019,1565,2,3,4300.0,6729500
RaliwayStationRoad,2019,1250,1,2,4300.0,5375000
RaliwayStationRoad,2019,1000,2,3,4300.0,4300000
RaliwayStationRoad,2019,750,1,1,4300.0,3225000
Ramajogipeta PWD Quarters Z P Road,2019,1750,1,2,3000.0,5250000
Ramajogipeta PWD Quarters Z P Road,2019,1565,2,2,3000.0,4695000
Ramajogipeta PWD Quarters Z P Road,2019,1250,2,2,3000.0,3750000
Ramajogipeta PWD Quarters Z P Road,2019,1000,2,3,3000.0,3000000
Ramajogipeta PWD Quarters Z P Road,2019,750,1,2,2600.0,1950000
RamakrishnaTalkiesArea,2019,1750,2,3,4200.0,7350000
RamakrishnaTalkiesArea,2019,1565,1,2,4200.0,6573000
RamakrishnaTalkiesArea,2019,1250,2,2,4200.0,5250000
RamakrishnaTalkiesArea,2019,1000,2,3,4200.0,4200000
RamakrishnaTalkiesArea,2019,750,1,1,4200.0,3150000
Ramalayam Street Pm palem,2019,1750,2,3,2700.0,4725000
Ramalayam Street Pm palem,2019,1565,2,2,2700.0,4225500
Ramalayam Street Pm palem,2019,1250,1,2,2700.0,3375000
Ramalayam Street Pm palem,2019,1000,2,3,2700.0,2700000
Ramalayam Street Pm palem,2019,750,1,1,2700.0,2025000
Ravindra Nagar,2019,1750,2,3,2400.0,4200000
Ravindra Nagar,2019,1565,2,2,2400.0,3756000
Ravindra Nagar,2019,1250,1,2,2400.0,3000000
Ravindra Nagar,2019,1000,2,3,2400.0,2400000
Ravindra Nagar,2019,750,1,1,2400.0,1800000
Reading Room Main Road,2019,1750,2,3,3200.0,5600000
Reading Room Main Road,2019,1565,2,2,3200.0,5008000
Reading Room Main Road,2019,1250,1,2,3200.0,4000000
Reading Room Main Road,2019,1000,2,3,3200.0,3200000
Reading Room Main Road,2019,750,1,1,3200.0,2400000
Relliveedhi,2019,1750,2,3,2600.0,4550000
Relliveedhi,2019,1565,2,2,2600.0,4069000
Relliveedhi,2019,1250,1,2,2600.0,3250000
Relliveedhi,2019,1000,2,3,2600.0,2600000
Relliveedhi,2019,750,1,1,2600.0,1950000
Resapuvanipalem,2019,1750,2,3,3600.0,6300000
Resapuvanipalem,2019,1565,2,2,3600.0,5634000
Resapuvanipalem,2019,1250,1,2,3600.0,4500000
Resapuvanipalem,2019,1000,2,3,3600.0,3600000
Resapuvanipalem,2019,750,1,1,3600.0,2700000
RTC Complex,2019,1750,2,3,4100.0,7175000
RTC Complex,2019,1565,2,2,4100.0,6416500
RTC Complex,2019,1250,1,2,4100.0,5125000
RTC Complex,2019,1000,2,3,4100.0,4100000
RTC Complex,2019,750,1,1,4100.0,3075000
Rushikonda VudaLayout,2019,1750,2,3,2200.0,3850000
Rushikonda VudaLayout,2019,1565,2,2,2200.0,3443000
Rushikonda VudaLayout,2019,1250,1,2,2200.0,2750000
Rushikonda VudaLayout,2019,1000,2,3,2200.0,2200000
Rushikonda VudaLayout,2019,750,1,1,2200.0,1650000
SaiBaba Street Allipuram,2019,1750,2,3,4300.0,7525000
SaiBaba Street Allipuram,2019,1565,1,2,4300.0,6729500
SaiBaba Street Allipuram,2019,1250,2,2,4300.0,5375000
SaiBaba Street Allipuram,2019,1000,1,2,4300.0,4300000
SaiBaba Street Allipuram,2019,750,1,1,4300.0,3225000
SaiPriya Layout,2019,1750,2,3,2400.0,4200000
SaiPriya Layout,2019,1565,2,2,2400.0,3756000
SaiPriya Layout,2019,1250,1,2,2400.0,3000000
SaiPriya Layout,2019,1000,2,3,2400.0,2400000
SaiPriya Layout,2019,750,1,1,2400.0,1800000
SampathVinayakaTempleRoad,2019,1750,2,3,6300.0,11025000
SampathVinayakaTempleRoad,2019,1565,2,2,6300.0,9859500
SampathVinayakaTempleRoad,2019,1250,1,2,6300.0,7875000
SampathVinayakaTempleRoad,2019,1000,2,2,6300.0,6300000
SampathVinayakaTempleRoad,2019,750,1,1,6300.0,4725000
Seetammadhara Road,2019,1750,2,3,5300.0,9275000
Seetammadhara Road,2019,1565,2,2,5300.0,8294500
Seetammadhara Road,2019,1250,1,2,5300.0,6625000
Seetammadhara Road,2019,1000,2,3,5300.0,5300000
Seetammadhara Road,2019,750,1,1,5300.0,3975000
Seetammapeta,2019,1750,1,2,5500.0,9625000
Seetammapeta,2019,1565,2,2,5500.0,8607500
Seetammapeta,2019,1250,1,1,5500.0,6875000
Seetammapeta,2019,1000,2,2,5500.0,5500000
Seetammapeta,2019,750,1,2,5500.0,4125000
Seethammapeta TPT Colony,2019,1750,2,3,2900.0,5075000
Seethammapeta TPT Colony,2019,1565,2,2,2900.0,4538500
Seethammapeta TPT Colony,2019,1250,1,2,2900.0,3625000
Seethammapeta TPT Colony,2019,1000,2,3,2900.0,2900000
Seethammapeta TPT Colony,2019,750,1,1,2900.0,2175000
Shantipeta,2019,1750,2,3,5500.0,9625000
Shantipeta,2019,1565,1,2,5500.0,8607500
Shantipeta,2019,1250,2,2,5500.0,6875000
Shantipeta,2019,1000,1,1,5500.0,5500000
Shantipeta,2019,750,1,1,5500.0,4125000
Shivajipalem,2019,1750,2,3,2600.0,4550000
Shivajipalem,2019,1565,2,2,2600.0,4069000
Shivajipalem,2019,1250,1,2,2600.0,3250000
Shivajipalem,2019,1000,2,3,2600.0,2600000
Shivajipalem,2019,750,1,1,2600.0,1950000
Shivajipark,2019,1750,2,3,3100.0,5425000
Shivajipark,2019,1565,2,2,3100.0,4851500
Shivajipark,2019,1250,1,2,3100.0,3875000
Shivajipark,2019,1000,2,3,3100.0,3100000
Shivajipark,2019,750,1,1,3100.0,2325000
Simhadripuram Ambedkar Colony Maddilapalem,2019,1750,1,2,3000.0,5250000
Simhadripuram Ambedkar Colony Maddilapalem,2019,1565,2,2,3000.0,4695000
Simhadripuram Ambedkar Colony Maddilapalem,2019,1250,2,2,3000.0,3750000
Simhadripuram Ambedkar Colony Maddilapalem,2019,1000,2,3,3000.0,3000000
Simhadripuram Ambedkar Colony Maddilapalem,2019,750,1,2,3000.0,2250000
SivaSivani School Road Marripalem,2019,1750,1,2,4600.0,8050000
SivaSivani School Road Marripalem,2019,1565,2,3,4600.0,7199000
SivaSivani School Road Marripalem,2019,1250,2,2,4600.0,5750000
SivaSivani School Road Marripalem,2019,1000,1,1,4600.0,4600000
SivaSivani School Road Marripalem,2019,750,2,3,4600.0,3450000
South Jail Road area,2019,1750,2,3,3700.0,6475000
South Jail Road area,2019,1565,2,2,3700.0,5790500
South Jail Road area,2019,1250,1,2,3700.0,4625000
South Jail Road area,2019,750,1,2,3700.0,2775000
South Jail Road area,2019,1000,2,3,3700.0,3700000
Sreerangapuram,2019,1750,2,3,2600.0,4550000
Sreerangapuram,2019,1565,2,2,2600.0,4069000
Sreerangapuram,2019,1250,2,2,2600.0,3250000
Sreerangapuram,2019,1000,1,2,2600.0,2600000
Sreerangapuram,2019,750,1,1,2600.0,1950000
SriKrishnaNagar,2019,1750,2,3,4500.0,7875000
SriKrishnaNagar,2019,1565,1,2,4500.0,7042500
SriKrishnaNagar,2019,1250,1,1,4500.0,5625000
SriKrishnaNagar,2019,1000,2,2,4500.0,4500000
SriKrishnaNagar,2019,750,1,1,4500.0,3375000
Taj Residency Area,2019,1750,2,3,3300.0,5775000
Taj Residency Area,2019,1565,2,2,3300.0,5164500
Taj Residency Area,2019,1250,2,2,3300.0,4125000
Taj Residency Area,2019,1000,1,2,3300.0,3300000
Taj Residency Area,2019,750,1,1,3300.0,2475000
Tarakarama Nagar,2019,1750,2,3,2500.0,4375000
Tarakarama Nagar,2019,1565,2,2,2500.0,3912500
Tarakarama Nagar,2019,1250,2,2,2500.0,3125000
Tarakarama Nagar,2019,1000,1,2,2500.0,2500000
Tarakarama Nagar,2019,750,1,1,2500.0,1875000
Tatichettlapalem,2019,1750,2,3,2100.0,3675000
Tatichettlapalem,2019,1565,2,2,2100.0,3286500
Tatichettlapalem,2019,1250,2,2,2100.0,2625000
Tatichettlapalem,2019,1000,1,2,2100.0,2100000
Tatichettlapalem,2019,750,1,1,2100.0,1575000
Thadiveedhi Kothasalipeta,2019,1750,2,3,2600.0,4550000
Thadiveedhi Kothasalipeta,2019,1565,2,2,2600.0,4069000
Thadiveedhi Kothasalipeta,2019,1250,2,2,2600.0,3250000
Thadiveedhi Kothasalipeta,2019,1000,1,2,2600.0,2600000
Thadiveedhi Kothasalipeta,2019,750,1,1,2600.0,1950000
Thimmapuram,2019,1750,2,3,2600.0,4550000
Thimmapuram,2019,1565,2,2,2600.0,4069000
Thimmapuram,2019,1250,2,2,2600.0,3250000
Thimmapuram,2019,1000,1,2,2600.0,2600000
Thimmapuram,2019,750,1,1,2600.0,1950000
Thomson Street  Kota Veedhi,2019,1750,2,3,2600.0,4550000
Thomson Street  Kota Veedhi,2019,1565,2,2,2600.0,4069000
Thomson Street  Kota Veedhi,2019,1250,2,2,2600.0,3250000
Thomson Street  Kota Veedhi,2019,1000,1,2,2600.0,2600000
Thomson Street  Kota Veedhi,2019,750,1,1,2600.0,1950000
Thotagaruvu,2019,1750,2,3,2400.0,4200000
Thotagaruvu,2019,1565,2,2,2400.0,3756000
Thotagaruvu,2019,1250,2,2,2400.0,3000000
Thotagaruvu,2019,1000,1,2,2400.0,2400000
Thotagaruvu,2019,750,1,1,2400.0,1800000
Thummadapalem,2019,1750,2,2,4500.0,7875000
Thummadapalem,2019,1565,2,2,4500.0,7042500
Thummadapalem,2019,1250,1,2,4500.0,5625000
Thummadapalem,2019,1000,2,3,4500.0,4500000
Thummadapalem,2019,750,1,1,4500.0,3375000
TPTColony,2019,1750,1,1,5500.0,9625000
TPTColony,2019,1565,2,2,5500.0,8607500
TPTColony,2019,1250,2,2,5500.0,6875000
TPTColony,2019,1000,1,1,5500.0,5500000
TPTColony,2019,750,1,1,5500.0,4125000
Travellers Bunglow Road Ramnagar,2019,1750,2,3,3700.0,6475000
Travellers Bunglow Road Ramnagar,2019,1565,2,2,3700.0,5790500
Travellers Bunglow Road Ramnagar,2019,1250,2,2,3700.0,4625000
Travellers Bunglow Road Ramnagar,2019,1000,1,2,3700.0,3700000
Travellers Bunglow Road Ramnagar,2019,750,1,1,3700.0,2775000
Upland Area Kailasa Metta,2019,1750,2,3,3400.0,5950000
Upland Area Kailasa Metta,2019,1565,2,2,3400.0,5321000
Upland Area Kailasa Metta,2019,1250,2,2,3400.0,4250000
Upland Area Kailasa Metta,2019,1000,1,2,3400.0,3400000
Upland Area Kailasa Metta,2019,750,1,1,3400.0,2550000
VIP Road CBM Compound,2019,1750,2,3,3700.0,6475000
VIP Road CBM Compound,2019,1565,2,2,3700.0,5790500
VIP Road CBM Compound,2019,1250,2,2,3700.0,4625000
VIP Road CBM Compound,2019,1000,1,2,3700.0,3700000
VIP Road CBM Compound,2019,750,1,1,3700.0,2775000
Visalakshi Nagar,2019,1750,2,3,2700.0,4725000
Visalakshi Nagar,2019,1565,2,2,2700.0,4225500
Visalakshi Nagar,2019,1250,2,2,2700.0,3375000
Visalakshi Nagar,2019,1000,1,2,2700.0,2700000
Visalakshi Nagar,2019,750,1,1,2700.0,2025000
VizianagaramPalaceLayout,2019,1200,2,3,3800.0,4560000
VizianagaramPalaceLayout,2019,1500,2,2,3800.0,5700000
VizianagaramPalaceLayout,2019,1875,2,2,3800.0,7125000
VizianagaramPalaceLayout,2019,1950,2,2,3800.0,7410000
VizianagaramPalaceLayout,2019,3898,2,3,3800.0,14812400
VUDA HSBC Area,2019,1750,2,3,4200.0,7350000
VUDA HSBC Area,2019,1565,2,2,4200.0,6573000
VUDA HSBC Area,2019,1250,2,2,4200.0,5250000
VUDA HSBC Area,2019,1000,1,2,4200.0,4200000
VUDA HSBC Area,2019,750,1,1,4200.0,3150000
Waltair Main Road,2019,1750,2,3,4200.0,7350000
Waltair Main Road,2019,1565,2,2,4200.0,6573000
Waltair Main Road,2019,1250,2,2,4200.0,5250000
Waltair Main Road,2019,1000,1,2,4200.0,4200000
Waltair Main Road,2019,750,1,1,4200.0,3150000
Yedugulla road,2019,1750,2,3,3300.0,5775000
Yedugulla road,2019,1565,2,2,3300.0,5164500
Yedugulla road,2019,1250,2,2,3300.0,4125000
Yedugulla road,2019,1000,1,2,3300.0,3300000
Yedugulla road,2019,750,1,1,3300.0,2475000
Yellemma Thota Suryabagh Area,2019,1750,2,3,3700.0,6475000
Yellemma Thota Suryabagh Area,2019,1565,2,2,3700.0,5790500
Yellemma Thota Suryabagh Area,2019,1250,2,2,3700.0,4625000
Yellemma Thota Suryabagh Area,2019,1000,1,2,3700.0,3700000
Yellemma Thota Suryabagh Area,2019,750,1,1,3700.0,2775000
Yendada,2019,1750,2,3,2300.0,4025000
Yendada,2019,1565,2,2,2300.0,3599500
Yendada,2019,1250,2,2,2300.0,2875000
Yendada,2019,1000,1,2,2300.0,2300000
Yendada,2019,750,1,1,2300.0,1725000
Yethapeta Road Allipuram,2019,1750,2,3,2600.0,4550000
Yethapeta Road Allipuram,2019,1565,2,2,2600.0,4069000
Yethapeta Road Allipuram,2019,1250,2,2,2600.0,3250000
Yethapeta Road Allipuram,2019,1000,1,2,2600.0,2600000
Yethapeta Road Allipuram,2019,750,1,1,2600.0,1950000
YSR Stadium Road,2019,1750,2,3,4200.0,7350000
YSR Stadium Road,2019,1565,1,2,4200.0,6573000
YSR Stadium Road,2019,1250,2,2,4200.0,5250000
YSR Stadium Road,2019,1000,1,2,4200.0,4200000
YSR Stadium Road,2019,750,2,3,4200.0,3150000
Zilla Grandalayam Area Mandapem Area,2019,1750,2,3,3400.0,5950000
Zilla Grandalayam Area Mandapem Area,2019,1565,2,2,3400.0,5321000
Zilla Grandalayam Area Mandapem Area,2019,1250,2,2,3400.0,4250000
Zilla Grandalayam Area Mandapem Area,2019,1000,1,2,3400.0,3400000
Zilla Grandalayam Area Mandapem Area,2019,750,1,1,3400.0,2550000
Achiyammapeta,2020,1750,1,2,2900.0,5075000
Achiyammapeta,2020,1565,2,2,2900.0,4538500
Achiyammapeta,2020,1250,2,2,2900.0,3625000
Achiyammapeta,2020,1000,2,3,2900.0,2900000
Achiyammapeta,2020,750,1,2,2900.0,2175000
Adarsh Nagar,2020,1750,1,2,2800.0,4900000
Adarsh Nagar,2020,1565,2,2,2800.0,4382000
Adarsh Nagar,2020,1250,2,2,2800.0,3500000
Adarsh Nagar,2020,1000,2,3,2800.0,2800000
Adarsh Nagar,2020,750,1,2,2800.0,2100000
Akkayyapalem,2020,1750,1,2,5900.0,10325000
Akkayyapalem,2020,1565,2,2,5900.0,9233500
Akkayyapalem,2020,1250,2,2,5900.0,7375000
Akkayyapalem,2020,1000,2,3,5900.0,5900000
Akkayyapalem,2020,750,1,2,5900.0,4425000
Allipuram,2020,1750,1,2,3300.0,5775000
Allipuram,2020,1565,2,2,3300.0,5164500
Allipuram,2020,1250,2,2,3300.0,4125000
Allipuram,2020,1000,2,3,3300.0,3300000
Allipuram,2020,750,1,2,3300.0,2475000
Allipuram Bazzar,2020,1750,1,2,4500.0,7875000
Allipuram Bazzar,2020,1565,2,2,4500.0,7042500
Allipuram Bazzar,2020,1250,2,2,4500.0,5625000
Allipuram Bazzar,2020,1000,2,3,4500.0,4500000
Allipuram Bazzar,2020,750,1,2,4500.0,3375000
Ambedkar Colony Bhupesh nagar Allipuram,2020,1750,1,2,2800.0,4900000
Ambedkar Colony Bhupesh nagar Allipuram,2020,1565,2,2,2800.0,4382000
Ambedkar Colony Bhupesh nagar Allipuram,2020,1250,2,2,2800.0,3500000
Ambedkar Colony Bhupesh nagar Allipuram,2020,1000,2,3,2800.0,2800000
Ambedkar Colony Bhupesh nagar Allipuram,2020,750,1,2,2800.0,2100000
Ammavari Street Chinawaltair,2020,1750,1,2,5000.0,8750000
Ammavari Street Chinawaltair,2020,1565,2,2,5000.0,7825000
Ammavari Street Chinawaltair,2020,1250,2,2,5000.0,6250000
Ammavari Street Chinawaltair,2020,1000,2,3,5000.0,5000000
Ammavari Street Chinawaltair,2020,750,1,2,5000.0,3750000
AndhraUniversity,2020,1750,1,2,5000.0,8750000
AndhraUniversity,2020,1565,2,2,5000.0,7825000
AndhraUniversity,2020,1250,2,2,5000.0,6250000
AndhraUniversity,2020,1000,2,3,5000.0,5000000
AndhraUniversity,2020,750,1,2,5000.0,3750000
Anjaneya Swamy Temple Pedda Waltair,2020,1750,1,2,4500.0,7875000
Anjaneya Swamy Temple Pedda Waltair,2020,1565,2,2,4500.0,7042500
Anjaneya Swamy Temple Pedda Waltair,2020,1250,2,2,4500.0,5625000
Anjaneya Swamy Temple Pedda Waltair,2020,1000,2,3,4500.0,4500000
Anjaneya Swamy Temple Pedda Waltair,2020,750,1,2,4500.0,3375000
Anthony Nagar Penta Street,2020,1750,1,2,3500.0,6125000
Anthony Nagar Penta Street,2020,1565,2,2,3500.0,5477500
Anthony Nagar Penta Street,2020,1250,2,2,3500.0,4375000
Anthony Nagar Penta Street,2020,1000,2,3,3500.0,3500000
Anthony Nagar Penta Street,2020,750,1,2,3500.0,2625000
ApsebColony,2020,1750,1,2,5800.0,10150000
ApsebColony,2020,1565,2,2,5800.0,9077000
ApsebColony,2020,1250,2,2,5800.0,7250000
ApsebColony,2020,1000,2,3,5800.0,5800000
ApsebColony,2020,750,1,2,5800.0,4350000
Arilova Sector 1,2020,1750,1,2,2800.0,4900000
Arilova Sector 1,2020,1565,2,2,2800.0,4382000
Arilova Sector 1,2020,1250,2,2,2800.0,3500000
Arilova Sector 1,2020,1000,2,3,2800.0,2800000
Arilova Sector 1,2020,750,1,2,2800.0,2100000
Arilova Sector11,2020,1750,1,2,2800.0,4900000
Arilova Sector11,2020,1565,2,2,2800.0,4382000
Arilova Sector11,2020,1250,2,2,2800.0,3500000
Arilova Sector11,2020,1000,2,3,2800.0,2800000
Arilova Sector11,2020,750,1,2,2800.0,2100000
AshokNagar,2020,1750,1,2,3300.0,5775000
AshokNagar,2020,1565,2,2,3300.0,5164500
AshokNagar,2020,1250,2,2,3300.0,4125000
AshokNagar,2020,1000,2,3,3300.0,3300000
AshokNagar,2020,750,1,2,3300.0,2475000
Asilmetta Junction,2020,1750,1,2,6500.0,11375000
Asilmetta Junction,2020,1565,2,2,6500.0,10172500
Asilmetta Junction,2020,1250,2,2,6500.0,8125000
Asilmetta Junction,2020,1000,2,3,6500.0,6500000
Asilmetta Junction,2020,750,1,2,6500.0,4875000
ASR statue Steel plant Staff Quarters,2020,1750,1,2,5800.0,10150000
ASR statue Steel plant Staff Quarters,2020,1565,2,2,5800.0,9077000
ASR statue Steel plant Staff Quarters,2020,1250,2,2,5800.0,7250000
ASR statue Steel plant Staff Quarters,2020,1000,2,3,5800.0,5800000
ASR statue Steel plant Staff Quarters,2020,750,1,2,5800.0,4350000
AssamGardens Allipuram,2020,1750,1,2,6000.0,10500000
AssamGardens Allipuram,2020,1565,2,2,6000.0,9390000
AssamGardens Allipuram,2020,1250,2,2,6000.0,7500000
AssamGardens Allipuram,2020,1000,2,3,6000.0,6000000
AssamGardens Allipuram,2020,750,1,2,6000.0,4500000
AU Distance Education Centre Kirlampudi Layout,2020,1750,1,2,4400.0,7700000
AU Distance Education Centre Kirlampudi Layout,2020,1565,2,2,4400.0,6886000
AU Distance Education Centre Kirlampudi Layout,2020,1250,2,2,4400.0,5500000
AU Distance Education Centre Kirlampudi Layout,2020,1000,2,3,4400.0,4400000
AU Distance Education Centre Kirlampudi Layout,2020,750,1,2,4400.0,3300000
AU Outgate,2020,1750,1,2,4000.0,7000000
AU Outgate,2020,1565,2,2,4000.0,6260000
AU Outgate,2020,1250,2,2,4000.0,5000000
AU Outgate,2020,1000,2,3,4000.0,4000000
AU Outgate,2020,750,1,2,4000.0,3000000
AU Quarters Sirupuram,2020,1750,1,2,5800.0,10150000
AU Quarters Sirupuram,2020,1565,2,2,5800.0,9077000
AU Quarters Sirupuram,2020,1250,2,2,5800.0,7250000
AU Quarters Sirupuram,2020,1000,2,3,5800.0,5800000
AU Quarters Sirupuram,2020,750,1,2,5800.0,4350000
AVN College road,2020,1750,1,2,3800.0,6650000
AVN College road,2020,1565,2,2,3800.0,5947000
AVN College road,2020,1250,2,2,3800.0,4750000
AVN College road,2020,1000,2,3,3800.0,3800000
AVN College road,2020,750,1,2,3800.0,2850000
Bakkannapalem,2020,1750,1,2,2100.0,3675000
Bakkannapalem,2020,1565,2,2,2100.0,3286500
Bakkannapalem,2020,1250,2,2,2100.0,2625000
Bakkannapalem,2020,1000,2,3,2100.0,2100000
Bakkannapalem,2020,750,1,2,2100.0,1575000
BalajiNagar,2020,1750,1,2,6500.0,11375000
BalajiNagar,2020,1565,2,2,6500.0,10172500
BalajiNagar,2020,1250,2,2,6500.0,8125000
BalajiNagar,2020,1000,2,3,6500.0,6500000
BalajiNagar,2020,750,1,2,6500.0,4875000
Bangaramma Metta,2020,1750,1,2,3100.0,5425000
Bangaramma Metta,2020,1565,2,2,3100.0,4851500
Bangaramma Metta,2020,1250,2,2,3100.0,3875000
Bangaramma Metta,2020,1000,2,3,3100.0,3100000
Bangaramma Metta,2020,750,1,2,3100.0,2325000
Banoji nagar Ramnagar,2020,1750,1,2,6500.0,11375000
Banoji nagar Ramnagar,2020,1565,2,2,6500.0,10172500
Banoji nagar Ramnagar,2020,1250,2,2,6500.0,8125000
Banoji nagar Ramnagar,2020,1000,2,3,6500.0,6500000
Banoji nagar Ramnagar,2020,750,1,2,6500.0,4875000
BeachRoad,2020,1750,1,2,3900.0,6825000
BeachRoad,2020,1565,2,2,3900.0,6103500
BeachRoad,2020,1250,2,2,3900.0,4875000
BeachRoad,2020,1000,2,3,3900.0,3900000
BeachRoad,2020,750,1,2,3900.0,2925000
Bullayya College Road Resapuvanipalem,2020,1750,1,2,4300.0,7525000
Bullayya College Road Resapuvanipalem,2020,1565,2,2,4300.0,6729500
Bullayya College Road Resapuvanipalem,2020,1250,2,2,4300.0,5375000
Bullayya College Road Resapuvanipalem,2020,1000,2,3,4300.0,4300000
